state,year,month,drug_type,deaths, deaths
North Carolina,2020,March,"Synthetic opioids, excl. methadone (T40.4)",1428.0,1428.0
North Carolina,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",395.0,395.0
North Carolina,2020,March,Natural & semi-synthetic opioids (T40.2),335.0,335.0
North Carolina,2020,May,Natural & semi-synthetic opioids (T40.2),361.0,361.0
North Carolina,2020,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",429.0,429.0
North Carolina,2020,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1934.0,1934.0
North Carolina,2020,May,"Opioids (T40.0-T40.4,T40.6)",2102.0,2102.0
North Carolina,2020,May,"Synthetic opioids, excl. methadone (T40.4)",1693.0,1693.0
North Carolina,2020,November,"Synthetic opioids, excl. methadone (T40.4)",2177.0,2177.0
North Carolina,2020,November,Natural & semi-synthetic opioids (T40.2),364.0,364.0
North Carolina,2020,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",447.0,447.0
North Carolina,2020,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2409.0,2409.0
North Carolina,2020,November,"Opioids (T40.0-T40.4,T40.6)",2537.0,2537.0
North Carolina,2020,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",445.0,445.0
North Carolina,2020,October,"Opioids (T40.0-T40.4,T40.6)",2469.0,2469.0
North Carolina,2020,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2335.0,2335.0
North Carolina,2020,October,"Synthetic opioids, excl. methadone (T40.4)",2099.0,2099.0
North Carolina,2020,October,Natural & semi-synthetic opioids (T40.2),363.0,363.0
North Carolina,2020,September,"Opioids (T40.0-T40.4,T40.6)",2415.0,2415.0
North Carolina,2020,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",446.0,446.0
North Carolina,2020,September,"Synthetic opioids, excl. methadone (T40.4)",2037.0,2037.0
North Carolina,2020,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2275.0,2275.0
North Carolina,2020,September,Natural & semi-synthetic opioids (T40.2),363.0,363.0
North Carolina,2021,February,Natural & semi-synthetic opioids (T40.2),375.0,375.0
North Carolina,2021,February,"Synthetic opioids, excl. methadone (T40.4)",2385.0,2385.0
North Carolina,2021,February,"Opioids (T40.0-T40.4,T40.6)",2711.0,2711.0
North Carolina,2021,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",461.0,461.0
North Carolina,2021,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2603.0,2603.0
North Carolina,2021,January,Natural & semi-synthetic opioids (T40.2),365.0,365.0
North Carolina,2021,January,"Opioids (T40.0-T40.4,T40.6)",2679.0,2679.0
North Carolina,2021,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",457.0,457.0
North Carolina,2021,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2558.0,2558.0
North Carolina,2021,January,"Synthetic opioids, excl. methadone (T40.4)",2331.0,2331.0
North Carolina,2021,March,"Opioids (T40.0-T40.4,T40.6)",2759.0,2759.0
North Carolina,2021,March,Natural & semi-synthetic opioids (T40.2),389.0,389.0
North Carolina,2021,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2659.0,2659.0
North Carolina,2021,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",468.0,468.0
North Carolina,2021,March,"Synthetic opioids, excl. methadone (T40.4)",2440.0,2440.0
New Hampshire,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",294.0,294.0
New Hampshire,2015,April,Natural & semi-synthetic opioids (T40.2),78.0,78.0
New Hampshire,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100.0,100.0
New Hampshire,2015,April,"Opioids (T40.0-T40.4,T40.6)",356.0,356.0
New Hampshire,2015,April,"Synthetic opioids, excl. methadone (T40.4)",219.0,219.0
New Hampshire,2015,August,"Synthetic opioids, excl. methadone (T40.4)",281.0,281.0
New Hampshire,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",84.0,84.0
New Hampshire,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",339.0,339.0
New Hampshire,2015,August,"Opioids (T40.0-T40.4,T40.6)",389.0,389.0
New Hampshire,2015,August,Natural & semi-synthetic opioids (T40.2),67.0,67.0
New Hampshire,2015,December,"Synthetic opioids, excl. methadone (T40.4)",285.0,285.0
New Hampshire,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",340.0,340.0
New Hampshire,2015,December,"Opioids (T40.0-T40.4,T40.6)",378.0,378.0
New Hampshire,2015,December,Natural & semi-synthetic opioids (T40.2),63.0,63.0
New Hampshire,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79.0,79.0
New Hampshire,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",267.0,267.0
New Hampshire,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108.0,108.0
New Hampshire,2015,February,"Synthetic opioids, excl. methadone (T40.4)",186.0,186.0
New Hampshire,2015,February,Natural & semi-synthetic opioids (T40.2),85.0,85.0
New Hampshire,2015,February,"Opioids (T40.0-T40.4,T40.6)",325.0,325.0
New Hampshire,2015,January,"Synthetic opioids, excl. methadone (T40.4)",171.0,171.0
New Hampshire,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112.0,112.0
New Hampshire,2015,January,"Opioids (T40.0-T40.4,T40.6)",317.0,317.0
New Hampshire,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",258.0,258.0
New Hampshire,2015,January,Natural & semi-synthetic opioids (T40.2),84.0,84.0
New Hampshire,2015,July,"Opioids (T40.0-T40.4,T40.6)",384.0,384.0
New Hampshire,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",330.0,330.0
New Hampshire,2015,July,"Synthetic opioids, excl. methadone (T40.4)",267.0,267.0
New Hampshire,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",88.0,88.0
New Hampshire,2015,July,Natural & semi-synthetic opioids (T40.2),69.0,69.0
New Hampshire,2015,June,"Opioids (T40.0-T40.4,T40.6)",378.0,378.0
New Hampshire,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",322.0,322.0
New Hampshire,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95.0,95.0
New Hampshire,2015,June,"Synthetic opioids, excl. methadone (T40.4)",252.0,252.0
New Hampshire,2015,June,Natural & semi-synthetic opioids (T40.2),76.0,76.0
New Hampshire,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",273.0,273.0
New Hampshire,2015,March,"Synthetic opioids, excl. methadone (T40.4)",198.0,198.0
New Hampshire,2015,March,Natural & semi-synthetic opioids (T40.2),77.0,77.0
New Hampshire,2015,March,"Opioids (T40.0-T40.4,T40.6)",330.0,330.0
New Hampshire,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",101.0,101.0
New Hampshire,2015,May,Natural & semi-synthetic opioids (T40.2),76.0,76.0
New Hampshire,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",305.0,305.0
New Hampshire,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95.0,95.0
New Hampshire,2015,May,"Synthetic opioids, excl. methadone (T40.4)",234.0,234.0
New Hampshire,2015,May,"Opioids (T40.0-T40.4,T40.6)",365.0,365.0
New Hampshire,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",362.0,362.0
New Hampshire,2015,November,Natural & semi-synthetic opioids (T40.2),70.0,70.0
New Hampshire,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86.0,86.0
New Hampshire,2015,November,"Synthetic opioids, excl. methadone (T40.4)",304.0,304.0
New Hampshire,2015,November,"Opioids (T40.0-T40.4,T40.6)",407.0,407.0
New Hampshire,2015,October,"Synthetic opioids, excl. methadone (T40.4)",308.0,308.0
New Hampshire,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",366.0,366.0
New Hampshire,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86.0,86.0
New Hampshire,2015,October,"Opioids (T40.0-T40.4,T40.6)",412.0,412.0
New Hampshire,2015,October,Natural & semi-synthetic opioids (T40.2),69.0,69.0
New Hampshire,2015,September,"Synthetic opioids, excl. methadone (T40.4)",313.0,313.0
New Hampshire,2015,September,Natural & semi-synthetic opioids (T40.2),69.0,69.0
New Hampshire,2015,September,"Opioids (T40.0-T40.4,T40.6)",413.0,413.0
New Hampshire,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86.0,86.0
New Hampshire,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368.0,368.0
New Hampshire,2018,April,"Synthetic opioids, excl. methadone (T40.4)",392.0,392.0
New Hampshire,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",427.0,427.0
New Hampshire,2018,April,Natural & semi-synthetic opioids (T40.2),46.0,46.0
New Hampshire,2018,April,"Opioids (T40.0-T40.4,T40.6)",432.0,432.0
New Hampshire,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55.0,55.0
New Hampshire,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",410.0,410.0
New Hampshire,2018,August,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2018,August,"Synthetic opioids, excl. methadone (T40.4)",388.0,388.0
New Hampshire,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,44.0
New Hampshire,2018,August,"Opioids (T40.0-T40.4,T40.6)",413.0,413.0
New Hampshire,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",404.0,404.0
New Hampshire,2018,December,"Opioids (T40.0-T40.4,T40.6)",406.0,406.0
New Hampshire,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,44.0
New Hampshire,2018,December,"Synthetic opioids, excl. methadone (T40.4)",379.0,379.0
New Hampshire,2018,December,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",429.0,429.0
New Hampshire,2018,February,Natural & semi-synthetic opioids (T40.2),51.0,51.0
New Hampshire,2018,February,"Synthetic opioids, excl. methadone (T40.4)",390.0,390.0
New Hampshire,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61.0,61.0
New Hampshire,2018,February,"Opioids (T40.0-T40.4,T40.6)",436.0,436.0
New Hampshire,2018,January,Natural & semi-synthetic opioids (T40.2),50.0,50.0
New Hampshire,2018,January,"Synthetic opioids, excl. methadone (T40.4)",388.0,388.0
New Hampshire,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,60.0
New Hampshire,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",427.0,427.0
New Hampshire,2018,January,"Opioids (T40.0-T40.4,T40.6)",434.0,434.0
New Hampshire,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",415.0,415.0
New Hampshire,2018,July,"Synthetic opioids, excl. methadone (T40.4)",391.0,391.0
New Hampshire,2018,July,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2018,July,"Opioids (T40.0-T40.4,T40.6)",419.0,419.0
New Hampshire,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45.0,45.0
New Hampshire,2018,June,"Opioids (T40.0-T40.4,T40.6)",414.0,414.0
New Hampshire,2018,June,"Synthetic opioids, excl. methadone (T40.4)",380.0,380.0
New Hampshire,2018,June,Natural & semi-synthetic opioids (T40.2),38.0,38.0
New Hampshire,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",409.0,409.0
New Hampshire,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",49.0,49.0
New Hampshire,2018,March,Natural & semi-synthetic opioids (T40.2),52.0,52.0
New Hampshire,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61.0,61.0
New Hampshire,2018,March,"Synthetic opioids, excl. methadone (T40.4)",404.0,404.0
New Hampshire,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",442.0,442.0
New Hampshire,2018,March,"Opioids (T40.0-T40.4,T40.6)",447.0,447.0
New Hampshire,2018,May,"Opioids (T40.0-T40.4,T40.6)",431.0,431.0
New Hampshire,2018,May,"Synthetic opioids, excl. methadone (T40.4)",395.0,395.0
New Hampshire,2018,May,Natural & semi-synthetic opioids (T40.2),42.0,42.0
New Hampshire,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",425.0,425.0
New Hampshire,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52.0,52.0
New Hampshire,2018,November,"Synthetic opioids, excl. methadone (T40.4)",383.0,383.0
New Hampshire,2018,November,"Opioids (T40.0-T40.4,T40.6)",409.0,409.0
New Hampshire,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",407.0,407.0
New Hampshire,2018,November,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2018,October,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2018,October,"Opioids (T40.0-T40.4,T40.6)",400.0,400.0
New Hampshire,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",397.0,397.0
New Hampshire,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2018,October,"Synthetic opioids, excl. methadone (T40.4)",373.0,373.0
New Hampshire,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",396.0,396.0
New Hampshire,2018,September,Natural & semi-synthetic opioids (T40.2),31.0,31.0
New Hampshire,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2018,September,"Opioids (T40.0-T40.4,T40.6)",399.0,399.0
New Hampshire,2018,September,"Synthetic opioids, excl. methadone (T40.4)",375.0,375.0
New Hampshire,2019,April,Natural & semi-synthetic opioids (T40.2),35.0,35.0
New Hampshire,2019,April,"Synthetic opioids, excl. methadone (T40.4)",364.0,364.0
New Hampshire,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",388.0,388.0
New Hampshire,2019,April,"Opioids (T40.0-T40.4,T40.6)",390.0,390.0
New Hampshire,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46.0,46.0
New Hampshire,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",354.0,354.0
New Hampshire,2019,August,"Opioids (T40.0-T40.4,T40.6)",355.0,355.0
New Hampshire,2019,August,"Synthetic opioids, excl. methadone (T40.4)",334.0,334.0
New Hampshire,2019,August,Natural & semi-synthetic opioids (T40.2),33.0,33.0
New Hampshire,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40.0,40.0
New Hampshire,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2019,December,Natural & semi-synthetic opioids (T40.2),33.0,33.0
New Hampshire,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",354.0,354.0
New Hampshire,2019,December,"Opioids (T40.0-T40.4,T40.6)",354.0,354.0
New Hampshire,2019,December,"Synthetic opioids, excl. methadone (T40.4)",334.0,334.0
New Hampshire,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46.0,46.0
New Hampshire,2019,February,"Synthetic opioids, excl. methadone (T40.4)",380.0,380.0
New Hampshire,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",406.0,406.0
New Hampshire,2019,February,"Opioids (T40.0-T40.4,T40.6)",408.0,408.0
New Hampshire,2019,February,Natural & semi-synthetic opioids (T40.2),35.0,35.0
New Hampshire,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",401.0,401.0
New Hampshire,2019,January,"Synthetic opioids, excl. methadone (T40.4)",376.0,376.0
New Hampshire,2019,January,"Opioids (T40.0-T40.4,T40.6)",403.0,403.0
New Hampshire,2019,January,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",359.0,359.0
New Hampshire,2019,July,"Opioids (T40.0-T40.4,T40.6)",360.0,360.0
New Hampshire,2019,July,"Synthetic opioids, excl. methadone (T40.4)",338.0,338.0
New Hampshire,2019,July,Natural & semi-synthetic opioids (T40.2),35.0,35.0
New Hampshire,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",385.0,385.0
New Hampshire,2019,June,"Opioids (T40.0-T40.4,T40.6)",386.0,386.0
New Hampshire,2019,June,"Synthetic opioids, excl. methadone (T40.4)",364.0,364.0
New Hampshire,2019,June,Natural & semi-synthetic opioids (T40.2),36.0,36.0
New Hampshire,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",397.0,397.0
New Hampshire,2019,March,"Synthetic opioids, excl. methadone (T40.4)",372.0,372.0
New Hampshire,2019,March,Natural & semi-synthetic opioids (T40.2),33.0,33.0
New Hampshire,2019,March,"Opioids (T40.0-T40.4,T40.6)",399.0,399.0
New Hampshire,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45.0,45.0
New Hampshire,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",378.0,378.0
New Hampshire,2019,May,"Synthetic opioids, excl. methadone (T40.4)",356.0,356.0
New Hampshire,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42.0,42.0
New Hampshire,2019,May,"Opioids (T40.0-T40.4,T40.6)",379.0,379.0
New Hampshire,2019,May,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2019,November,"Opioids (T40.0-T40.4,T40.6)",347.0,347.0
New Hampshire,2019,November,"Synthetic opioids, excl. methadone (T40.4)",327.0,327.0
New Hampshire,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",347.0,347.0
New Hampshire,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2019,November,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2019,October,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",353.0,353.0
New Hampshire,2019,October,"Opioids (T40.0-T40.4,T40.6)",353.0,353.0
New Hampshire,2019,October,"Synthetic opioids, excl. methadone (T40.4)",334.0,334.0
New Hampshire,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39.0,39.0
New Hampshire,2019,September,"Opioids (T40.0-T40.4,T40.6)",360.0,360.0
New Hampshire,2019,September,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",359.0,359.0
New Hampshire,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2019,September,"Synthetic opioids, excl. methadone (T40.4)",338.0,338.0
New Hampshire,2020,April,"Opioids (T40.0-T40.4,T40.6)",362.0,362.0
New Hampshire,2020,April,"Synthetic opioids, excl. methadone (T40.4)",341.0,341.0
New Hampshire,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",361.0,361.0
New Hampshire,2020,April,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,41.0
New Hampshire,2020,August,"Opioids (T40.0-T40.4,T40.6)",373.0,373.0
New Hampshire,2020,August,Natural & semi-synthetic opioids (T40.2),36.0,36.0
New Hampshire,2020,August,"Synthetic opioids, excl. methadone (T40.4)",348.0,348.0
New Hampshire,2020,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",372.0,372.0
New Hampshire,2020,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0,50.0
New Hampshire,2020,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,44.0
New Hampshire,2020,December,"Synthetic opioids, excl. methadone (T40.4)",324.0,324.0
New Hampshire,2020,December,Natural & semi-synthetic opioids (T40.2),29.0,29.0
New Hampshire,2020,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",346.0,346.0
New Hampshire,2020,December,"Opioids (T40.0-T40.4,T40.6)",347.0,347.0
New Hampshire,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2020,February,Natural & semi-synthetic opioids (T40.2),36.0,36.0
New Hampshire,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",353.0,353.0
New Hampshire,2020,February,"Opioids (T40.0-T40.4,T40.6)",353.0,353.0
New Hampshire,2020,February,"Synthetic opioids, excl. methadone (T40.4)",333.0,333.0
New Hampshire,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",357.0,357.0
New Hampshire,2020,January,"Opioids (T40.0-T40.4,T40.6)",357.0,357.0
New Hampshire,2020,January,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2020,January,"Synthetic opioids, excl. methadone (T40.4)",336.0,336.0
New Hampshire,2020,July,Natural & semi-synthetic opioids (T40.2),33.0,33.0
New Hampshire,2020,July,"Opioids (T40.0-T40.4,T40.6)",381.0,381.0
New Hampshire,2020,July,"Synthetic opioids, excl. methadone (T40.4)",356.0,356.0
New Hampshire,2020,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",380.0,380.0
New Hampshire,2020,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48.0,48.0
New Hampshire,2020,June,"Opioids (T40.0-T40.4,T40.6)",366.0,366.0
New Hampshire,2020,June,Natural & semi-synthetic opioids (T40.2),32.0,32.0
New Hampshire,2020,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",365.0,365.0
New Hampshire,2020,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2020,June,"Synthetic opioids, excl. methadone (T40.4)",342.0,342.0
New Hampshire,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",352.0,352.0
New Hampshire,2020,March,"Opioids (T40.0-T40.4,T40.6)",353.0,353.0
New Hampshire,2020,March,"Synthetic opioids, excl. methadone (T40.4)",332.0,332.0
New Hampshire,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2020,March,Natural & semi-synthetic opioids (T40.2),36.0,36.0
New Hampshire,2020,May,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2020,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,44.0
New Hampshire,2020,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",371.0,371.0
New Hampshire,2020,May,"Opioids (T40.0-T40.4,T40.6)",372.0,372.0
New Hampshire,2020,May,"Synthetic opioids, excl. methadone (T40.4)",348.0,348.0
New Hampshire,2020,November,"Synthetic opioids, excl. methadone (T40.4)",333.0,333.0
New Hampshire,2020,November,Natural & semi-synthetic opioids (T40.2),36.0,36.0
New Hampshire,2020,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",51.0,51.0
New Hampshire,2020,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",357.0,357.0
New Hampshire,2020,November,"Opioids (T40.0-T40.4,T40.6)",358.0,358.0
New Hampshire,2020,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0,50.0
New Hampshire,2020,October,"Opioids (T40.0-T40.4,T40.6)",359.0,359.0
New Hampshire,2020,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",358.0,358.0
New Hampshire,2020,October,"Synthetic opioids, excl. methadone (T40.4)",334.0,334.0
New Hampshire,2020,October,Natural & semi-synthetic opioids (T40.2),34.0,34.0
New Hampshire,2020,September,"Opioids (T40.0-T40.4,T40.6)",368.0,368.0
New Hampshire,2020,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0,50.0
New Hampshire,2020,September,"Synthetic opioids, excl. methadone (T40.4)",342.0,342.0
New Hampshire,2020,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",367.0,367.0
New Hampshire,2020,September,Natural & semi-synthetic opioids (T40.2),35.0,35.0
New Hampshire,2021,February,Natural & semi-synthetic opioids (T40.2),25.0,25.0
New Hampshire,2021,February,"Synthetic opioids, excl. methadone (T40.4)",312.0,312.0
New Hampshire,2021,February,"Opioids (T40.0-T40.4,T40.6)",333.0,333.0
New Hampshire,2021,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",39.0,39.0
New Hampshire,2021,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",332.0,332.0
New Hampshire,2021,January,Natural & semi-synthetic opioids (T40.2),28.0,28.0
New Hampshire,2021,January,"Opioids (T40.0-T40.4,T40.6)",342.0,342.0
New Hampshire,2021,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43.0,43.0
New Hampshire,2021,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",341.0,341.0
New Hampshire,2021,January,"Synthetic opioids, excl. methadone (T40.4)",321.0,321.0
New Hampshire,2021,March,"Opioids (T40.0-T40.4,T40.6)",331.0,331.0
New Hampshire,2021,March,Natural & semi-synthetic opioids (T40.2),26.0,26.0
New Hampshire,2021,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",331.0,331.0
New Hampshire,2021,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40.0,40.0
